,cv_id,full_name,phone,email,gender,date_of_birth,nationality,city,province,education_level,institution,graduation_year,major,certifications,languages,language_proficiency,total_years_experience,current_job_title,employment_status,preferred_job_type,preferred_location,salary_expectation_min,salary_expectation_max,availability,skills_technical,skills_soft,work_experience_json,projects_json,references_json,resume_quality_score,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
85,86,Peggy Bwembya,261000000000.0,peggy.bwembya@email.com,Female,14/09/1994,Zambian,Livingstone,Southern,Diploma,Livingstone Business College,2013,Travel and Tourism,"Tour Operations,Customer Service","English,Tonga",Intermediate,4,Travel Agent,Employed,Full-time,Southern,6000,9000,2 weeks,"Travel Planning,Reservations,Customer Service","Communication,Organization,Service-oriented","[{""title"":""Travel Agent""","company:""Livingstone Travel Bureau""","location:""Livingstone""","start_date:""2016-07""","end_date:""Present""","description:""Arrange travel and tours""","achievements:[""Increased bookings by 30%""",Improved customer satisfaction]},"{""title"":""Travel Assistant""","company:""Various Agencies""","location:""Livingstone""","start_date:""2013-06""","end_date:""2016-06""","description:""Supported travel operations""","achievements:[""Improved reservation systems""",Enhanced customer service]}],"[{""name"":""Tour Package Development""","description:""Custom travel experiences""","technologies:""Booking Systems","Travel Planning""","duration:""Ongoing""}]","[{""name"":""Misheck Mwaanga""","relationship:""Travel Manager""","phone:""+260955789019""","email:""misheck.mwaanga@ltb.co.zm""}]",6,
86,87,Misheck Lukwesa,261000000000.0,misheck.lukwesa@email.com,Male,03/06/1989,Zambian,Mansa,Luapula,Bachelor's,University of Zambia,2010,Agricultural Engineering,"Irrigation,Mechanization","English,Bemba",Fluent,9,Agricultural Engineer,Employed,Full-time,Luapula,14000,19000,1 month,"Irrigation Design,Mechanization,Project Management","Technical Skills,Problem-solving,Leadership","[{""title"":""Agricultural Engineer""","company:""Ministry of Agriculture""","location:""Mansa""","start_date:""2014-09""","end_date:""Present""","description:""Design agricultural engineering solutions""","achievements:[""Improved irrigation efficiency""",Enhanced mechanization adoption]},"{""title"":""Junior Engineer""","company:""Various Projects""","location:""Luapula Province""","start_date:""2010-08""","end_date:""2014-08""","description:""Supported engineering projects""","achievements:[""Improved design capabilities""",Enhanced project implementation]}],"[{""name"":""Irrigation Development""","description:""Water management improvement""","technologies:""Irrigation Systems","Engineering""","duration:""12 months""}]","[{""name"":""Jonathan Nsofwa""","relationship:""Chief Engineer""","phone:""+260966890130""","email:""jonathan.nsofwa@gov.zm""}]",8,
87,88,Jonathan Mushili,261000000000.0,jonathan.mushili@email.com,Male,25/01/1992,Zambian,Ndola,Copperbelt,Diploma,Ndola Technical College,2010,Automotive Engineering,"Diagnostics,Repair","English,Bemba",Intermediate,7,Auto Mechanic,Self-Employed,Contract,Copperbelt,8000,11500,Immediate,"Engine Repair,Diagnostics,Maintenance","Technical Skills,Problem-solving,Reliability","[{""title"":""Auto Mechanic""","company:""Jonathan's Auto Repair""","location:""Ndola""","start_date:""2014-05""","end_date:""Present""","description:""Run own automotive repair shop""","achievements:[""Built reputation for quality""",Maintained customer loyalty]},"{""title"":""Mechanic""","company:""Various Garages""","location:""Copperbelt""","start_date:""2010-04""","end_date:""2014-04""","description:""Worked as mechanic""","achievements:[""Mastered diagnostic techniques""",Improved repair efficiency]}],"[{""name"":""Fleet Maintenance Services""","description:""Vehicle maintenance contracts""","technologies:""Diagnostic Tools","Repair Equipment""","duration:""Ongoing""}]","[{""name"":""Boyd Nguni""","relationship:""Business Partner""","phone:""+260977901241""","email:""boyd.nguni@email.com""}]",7,
88,89,Boyd Chitalu,261000000000.0,boyd.chitalu@email.com,Male,12/07/1986,Zambian,Kalomo,Southern,Certificate,Kalomo Trades School,2004,Blacksmithing,"Metal Work,Fabrication","English,Tonga",Basic,15,Blacksmith,Self-Employed,Contract,Southern,6000,9000,Immediate,"Forging,Metal Work,Fabrication","Craftsmanship,Strength,Creativity","[{""title"":""Blacksmith""","company:""Chitalu Metal Works""","location:""Kalomo""","start_date:""2009-08""","end_date:""Present""","description:""Run own blacksmith business""","achievements:[""Known for quality metal work""",Supplied agricultural tools widely]},"{""title"":""Apprentice Blacksmith""","company:""Various Workshops""","location:""Southern Province""","start_date:""2004-03""","end_date:""2009-07""","description:""Learned blacksmithing""","achievements:[""Mastered traditional techniques""",Improved fabrication skills]}],"[{""name"":""Agricultural Tool Production""","description:""Farming equipment manufacturing""","technologies:""Forging","Metal Working""","duration:""Ongoing""}]","[{""name"":""Suzen Mambwe""","relationship:""Regular Client""","phone:""+260955012352""","email:""suzen.mambwe@email.com""}]",6,
89,90,Suzen Muchimba,261000000000.0,suzen.muchimba@email.com,Female,28/12/1993,Zambian,Kapiri Mposhi,Central,Bachelor's,Nkrumah University,2014,Communications,"Media,Public Relations","English,Bemba",Fluent,3,Communications Assistant,Employed,Full-time,Central,6500,9500,2 weeks,"Media Relations,Content Writing,Social Media","Communication,Writing,Creativity","[{""title"":""Communications Assistant""","company:""Central Province Administration""","location:""Kabwe""","start_date:""2017-02""","end_date:""Present""","description:""Support communications activities""","achievements:[""Improved social media engagement""",Assisted with media relations]},"{""title"":""Intern""","company:""Various Organizations""","location:""Central Province""","start_date:""2014-07""","end_date:""2017-01""","description:""Completed communications internships""","achievements:[""Improved writing skills""",Enhanced media knowledge]}],"[{""name"":""Public Information Campaign""","description:""Government communication""","technologies:""Social Media","Content Creation""","duration:""4 months""}]","[{""name"":""Timothy Kaira""","relationship:""Communications Officer""","phone:""+260966123464""","email:""timothy.kaira@gov.zm""}]",5,
90,91,Timothy Mubiana,261000000000.0,timothy.mubiana@email.com,Male,05/10/1990,Zambian,Chingola,Copperbelt,Bachelor's,Copperbelt University,2011,Mining Engineering,"Mine Safety,Production","English,Bemba",Fluent,8,Production Supervisor,Employed,Full-time,Copperbelt,15000,21000,1 month,"Production Management,Safety,Team Leadership","Leadership,Problem-solving,Technical Skills","[{""title"":""Production Supervisor""","company:""Konkola Copper Mines""","location:""Chingola""","start_date:""2016-03""","end_date:""Present""","description:""Supervise mining production""","achievements:[""Improved production efficiency""",Enhanced safety performance]},"{""title"":""Mining Engineer""","company:""Various Mines""","location:""Copperbelt""","start_date:""2011-08""","end_date:""2016-02""","description:""Worked in mining engineering""","achievements:[""Improved production planning""",Enhanced technical skills]}],"[{""name"":""Production Optimization""","description:""Mining efficiency improvement""","technologies:""Production Systems","Safety Management""","duration:""8 months""}]","[{""name"":""Racheal Simukoko""","relationship:""Production Manager""","phone:""+260977234575""","email:""racheal.simukoko@kcm.co.zm""}]",8,
91,92,Racheal Thole,261000000000.0,racheal.thole@email.com,Female,17/03/1995,Zambian,Mongu,Western,Diploma,Mongu Business College,2013,Office Administration,"Secretarial,Computer Skills","English,Lozi",Intermediate,2,Administrative Assistant,Employed,Full-time,Western,5000,7500,2 weeks,"Office Support,Filing,Computer Skills","Organization,Communication,Teamwork","[{""title"":""Administrative Assistant""","company:""Western Province Administration""","location:""Mongu""","start_date:""2015-11""","end_date:""Present""","description:""Provide administrative support""","achievements:[""Improved office organization""",Enhanced document management]},"{""title"":""Office Trainee""","company:""Various Offices""","location:""Mongu""","start_date:""2013-06""","end_date:""2015-10""","description:""Learned office administration""","achievements:[""Improved computer skills""",Enhanced customer service]}],"[{""name"":""Office System Implementation""","description:""Administrative process improvement""","technologies:""Office Software","Filing Systems""","duration:""3 months""}]","[{""name"":""Lydia Munthali""","relationship:""Office Manager""","phone:""+260955345686""","email:""lydia.munthali@gov.zm""}]",4,
92,93,Lydia Muzyamba,261000000000.0,lydia.muzyamba@email.com,Female,29/05/1988,Zambian,Chipata,Eastern,Bachelor's,Catholic University,2009,Education,"Teaching License,Curriculum","English,Nyanja",Fluent,8,Education Officer,Employed,Full-time,Eastern,11000,16000,1 month,"Curriculum Development,Teacher Training,Assessment","Leadership,Communication,Analytical Thinking","[{""title"":""Education Officer""","company:""Ministry of Education""","location:""Chipata""","start_date:""2014-08""","end_date:""Present""","description:""Coordinate education programs""","achievements:[""Improved education quality""",Enhanced teacher training]},"{""title"":""Teacher""","company:""Various Schools""","location:""Eastern Province""","start_date:""2009-09""","end_date:""2014-07""","description:""Taught in schools""","achievements:[""Improved student outcomes""",Developed teaching materials]}],"[{""name"":""Education Quality Improvement""","description:""Teaching and learning enhancement""","technologies:""Curriculum Development","Training""","duration:""10 months""}]","[{""name"":""Majory Silwamba""","relationship:""District Education Officer""","phone:""+260966456797""","email:""majory.silwamba@gov.zm""}]",8,
93,94,Majory Chipili,261000000000.0,majory.chipili@email.com,Female,08/08/1991,Zambian,Solwezi,North-Western,Diploma,Solwezi Business College,2010,Human Resources,"HR Administration,Recruitment","English,Kaonde",Intermediate,7,HR Assistant,Employed,Full-time,North-Western,8000,11500,2 weeks,"Recruitment,Employee Records,Payroll Support","Organization,Confidentiality,Communication","[{""title"":""HR Assistant""","company:""First Quantum Minerals""","location:""Solwezi""","start_date:""2014-09""","end_date:""Present""","description:""Support HR operations""","achievements:[""Improved record keeping""",Enhanced recruitment process]},"{""title"":""Administrative Clerk""","company:""Various Companies""","location:""North-Western""","start_date:""2010-05""","end_date:""2014-08""","description:""Worked in administration""","achievements:[""Improved office skills""",Enhanced customer service]}],"[{""name"":""HR System Implementation""","description:""Human resources digitization""","technologies:""HR Software","Record Management""","duration:""5 months""}]","[{""name"":""Leonard Chishala""","relationship:""HR Manager""","phone:""+260977567910""","email:""leonard.chishala@fqml.co.zm""}]",7,
94,95,Leonard Mulubwa,261000000000.0,leonard.mulubwa@email.com,Male,21/01/1987,Zambian,Kalulushi,Copperbelt,Certificate,Kalulushi Technical School,2005,Boiler Making,"Boiler Operation,Maintenance","English,Bemba",Basic,12,Boiler Maker,Employed,Full-time,Copperbelt,9500,13500,1 month,"Boiler Making,Repair,Maintenance","Technical Skills,Safety Focus,Teamwork","[{""title"":""Boiler Maker""","company:""Mopani Copper Mines""","location:""Kitwe""","start_date:""2012-07""","end_date:""Present""","description:""Fabricate and repair boilers""","achievements:[""Improved boiler efficiency""",Enhanced safety standards]},"{""title"":""Apprentice Boiler Maker""","company:""Various Companies""","location:""Copperbelt""","start_date:""2005-03""","end_date:""2012-06""","description:""Learned boiler making""","achievements:[""Mastered fabrication techniques""",Improved repair skills]}],"[{""name"":""Boiler System Upgrade""","description:""Industrial boiler improvement""","technologies:""Boiler Systems","Fabrication""","duration:""6 months""}]","[{""name"":""Rodgers Sililo""","relationship:""Workshop Supervisor""","phone:""+260955678911""","email:""rodgers.sililo@mcm.co.zm""}]",7,
95,96,Rodgers Namwinga,261000000000.0,rodgers.namwinga@email.com,Male,14/11/1992,Zambian,Mazabuka,Southern,Bachelor's,University of Zambia,2013,Agricultural Economics,"Agribusiness,Market Analysis","English,Tonga",Fluent,4,Agribusiness Officer,Employed,Full-time,Southern,9000,13000,3 weeks,"Market Analysis,Value Chains,Business Planning","Analytical Thinking,Communication,Entrepreneurship","[{""title"":""Agribusiness Officer""","company:""Zambia National Farmers Union""","location:""Mazabuka""","start_date:""2016-08""","end_date:""Present""","description:""Support agribusiness development""","achievements:[""Improved market access for farmers""",Enhanced business planning]},"{""title"":""Field Officer""","company:""Ministry of Agriculture""","location:""Monze""","start_date:""2013-09""","end_date:""2016-07""","description:""Supported agricultural programs""","achievements:[""Improved farmer training""",Enhanced market linkages]}],"[{""name"":""Agribusiness Development""","description:""Farmer enterprise support""","technologies:""Business Planning","Market Analysis""","duration:""8 months""}]","[{""name"":""Morgan Nachula""","relationship:""Program Manager""","phone:""+260966789020""","email:""morgan.nachula@znfu.org.zm""}]",7,
96,97,Morgan Nayame,261000000000.0,morgan.nayame@email.com,Male,02/04/1989,Zambian,Kasama,Northern,Certificate,Kasama Technical School,2007,Motor Mechanics,"Automotive Repair,Diagnostics","English,Bemba",Basic,10,Motor Mechanic,Self-Employed,Contract,Northern,7000,10500,Immediate,"Engine Repair,Transmission,Electrical Systems","Technical Skills,Problem-solving,Reliability","[{""title"":""Motor Mechanic""","company:""Morgan's Auto Repair""","location:""Kasama""","start_date:""2012-06""","end_date:""Present""","description:""Run own automotive repair business""","achievements:[""Built strong reputation""",Maintained customer loyalty]},"{""title"":""Mechanic""","company:""Various Garages""","location:""Northern Province""","start_date:""2007-02""","end_date:""2012-05""","description:""Worked as mechanic""","achievements:[""Mastered diagnostic techniques""",Improved repair efficiency]}],"[{""name"":""Vehicle Maintenance Services""","description:""Automotive repair and maintenance""","technologies:""Diagnostic Tools","Repair Equipment""","duration:""Ongoing""}]","[{""name"":""Bertha Nasilele""","relationship:""Regular Client""","phone:""+260977890131""","email:""bertha.nasilele@email.com""}]",6,
