cv_id,full_name,phone,email,gender,date_of_birth,nationality,city,province,education_level,institution,graduation_year,major,certifications,languages,language_proficiency,total_years_experience,current_job_title,employment_status,preferred_job_type,preferred_location,salary_expectation_min,salary_expectation_max,availability,skills_technical,skills_soft,work_experience_json,projects_json,references_json,resume_quality_score,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
175,Clement Muyembe,261000000000.0,clement.muyembe@email.com,Male,08/07/1992,Zambian,Kitwe,Copperbelt,Bachelor's,Copperbelt University,2013,Chemical Engineering,"Process Engineering,Safety","English,Bemba",Fluent,2,Process Engineer,Employed,Full-time,Copperbelt,14000,19000,1 month,"Process Optimization,Chemical Processes,Safety","Analytical Thinking,Problem-solving,Technical","[{""title"":""Process Engineer""","company:""Mopani Copper Mines""","location:""Mufulira""","start_date:""2015-08""","end_date:""Present""","description:""Optimize chemical processes""","achievements:[""Improved process efficiency""",Enhanced safety procedures]},"{""title"":""Engineering Intern""","company:""Kafue Steel""","location:""Kafue""","start_date:""2013-07""","end_date:""2015-07""","description:""Completed engineering training""","achievements:[""Improved technical skills""",Enhanced process knowledge]}],"[{""name"":""Process Optimization""","description:""Chemical process improvement""","technologies:""Process Engineering","Simulation""","duration:""6 months""}]","[{""name"":""Alfred Mukonde""","relationship:""Chief Engineer""","phone:""+260966789034""","email:""alfred.mukonde@mcm.co.zm""}]",5,
176,Alfred Walubita,261000000000.0,alfred.walubita@email.com,Male,15/12/1987,Zambian,Mongu,Western,Certificate,Mongu Technical School,2005,Carpentry,"Woodworking,Construction","English,Lozi",Basic,12,Master Carpenter,Self-Employed,Contract,Western,7000,10000,Immediate,"Carpentry,Construction,Finishing","Craftsmanship,Reliability,Quality Work","[{""title"":""Master Carpenter""","company:""Walubita Woodworks""","location:""Mongu""","start_date:""2009-10""","end_date:""Present""","description:""Run own carpentry business""","achievements:[""Completed 180+ projects""",Known for quality craftsmanship]},"{""title"":""Carpenter""","company:""Various Contractors""","location:""Western Province""","start_date:""2005-02""","end_date:""2009-09""","description:""Worked as carpenter""","achievements:[""Mastered advanced techniques""",Trained 4 apprentices]}],"[{""name"":""Construction Projects""","description:""Residential and commercial work""","technologies:""Woodworking Tools","Construction""","duration:""Ongoing""}]","[{""name"":""Fridah Nachalwe""","relationship:""Regular Client""","phone:""+260977890142""","email:""fridah.nachalwe@email.com""}]",7,
177,Fridah Nalwimba,261000000000.0,fridah.nalwimba@email.com,Female,22/05/1993,Zambian,Kabwe,Central,Diploma,Kabwe Business College,2010,Office Administration,"Secretarial,Computer Skills","English,Bemba",Intermediate,5,Office Administrator,Employed,Full-time,Central,7000,10000,2 weeks,"Office Management,Records,Communication","Organization,Communication,Teamwork","[{""title"":""Office Administrator""","company:""Central Province Administration""","location:""Kabwe""","start_date:""2013-09""","end_date:""Present""","description:""Manage office operations""","achievements:[""Improved office efficiency""",Enhanced document management]},"{""title"":""Office Assistant""","company:""Various Companies""","location:""Central Province""","start_date:""2010-04""","end_date:""2013-08""","description:""Supported office operations""","achievements:[""Improved computer skills""",Enhanced customer service]}],"[{""name"":""Office System Improvement""","description:""Administrative process enhancement""","technologies:""Office Software","Process Improvement""","duration:""4 months""}]","[{""name"":""Godfrey Kalonga""","relationship:""Office Manager""","phone:""+260955901251""","email:""godfrey.kalonga@gov.zm""}]",6,
178,Godfrey Katai,261000000000.0,godfrey.katai@email.com,Male,11/10/1990,Zambian,Solwezi,North-Western,Bachelor's,North-Western University,2011,Geology,"Mineral Exploration,Mapping","English,Kaonde",Fluent,6,Geologist,Employed,Full-time,North-Western,15000,21000,1 month,"Geological Mapping,Exploration,Analysis","Analytical Thinking,Field Work,Report Writing","[{""title"":""Geologist""","company:""First Quantum Minerals""","location:""Solwezi""","start_date:""2014-11""","end_date:""Present""","description:""Conduct geological exploration""","achievements:[""Identified new mineral targets""",Improved mapping accuracy]},"{""title"":""Field Geologist""","company:""Various Exploration Companies""","location:""North-Western""","start_date:""2011-07""","end_date:""2014-10""","description:""Supported exploration activities""","achievements:[""Improved field techniques""",Enhanced data collection]}],"[{""name"":""Mineral Exploration Project""","description:""Resource identification program""","technologies:""Geological Mapping","Sampling""","duration:""10 months""}]","[{""name"":""Gladys Pelekelo""","relationship:""Chief Geologist""","phone:""+260966012361""","email:""gladys.pelekelo@fqml.co.zm""}]",7,
179,Gladys Meleki,261000000000.0,gladys.meleki@email.com,Female,05/01/1995,Zambian,Chipata,Eastern,Diploma,Chipata Business College,2012,Customer Service,"Communication Skills,CRM","English,Nyanja",Intermediate,3,Customer Service Agent,Employed,Full-time,Eastern,5500,8000,2 weeks,"Customer Support,Communication,Problem-solving","Patience,Empathy,Service-oriented","[{""title"":""Customer Service Agent""","company:""Airtel Zambia""","location:""Chipata""","start_date:""2014-08""","end_date:""Present""","description:""Handle customer inquiries""","achievements:[""Improved customer satisfaction""",Reduced complaint resolution time]},"{""title"":""Service Assistant""","company:""MTN Zambia""","location:""Chipata""","start_date:""2012-05""","end_date:""2014-07""","description:""Supported customer service""","achievements:[""Improved communication skills""",Enhanced service quality]}],"[{""name"":""Customer Experience Improvement""","description:""Service quality enhancement""","technologies:""CRM Systems","Communication Tools""","duration:""Ongoing""}]","[{""name"":""Vincent Malupande""","relationship:""Team Leader""","phone:""+260977123474""","email:""vincent.malupande@airtel.com""}]",4,
180,Vincent Hangoma,261000000000.0,vincent.hangoma@email.com,Male,27/08/1988,Zambian,Lusaka,Lusaka,Bachelor's,University of Zambia,2009,Finance,"Financial Analysis,Accounting","English,Nyanja",Fluent,8,Financial Manager,Employed,Full-time,Lusaka,20000,27000,1 month,"Financial Management,Budgeting,Analysis","Leadership,Strategic Thinking,Decision-making","[{""title"":""Financial Manager""","company:""Zambia National Commercial Bank""","location:""Lusaka""","start_date:""2014-06""","end_date:""Present""","description:""Manage financial operations""","achievements:[""Improved financial performance""",Enhanced budgeting accuracy]},"{""title"":""Financial Analyst""","company:""Bank of Zambia""","location:""Lusaka""","start_date:""2009-08""","end_date:""2014-05""","description:""Analyzed financial data""","achievements:[""Improved analysis methods""",Enhanced reporting quality]}],"[{""name"":""Financial System Implementation""","description:""Accounting system upgrade""","technologies:""Financial Software","Analysis Tools""","duration:""8 months""}]","[{""name"":""Regina Ngenda""","relationship:""Finance Director""","phone:""+260955234584""","email:""regina.ngenda@zncb.co.zm""}]",9,
181,Regina Malumo,261000000000.0,regina.malumo@email.com,Female,14/03/1991,Zambian,Kitwe,Copperbelt,Diploma,Kitwe Business College,2008,Human Resources,"HR Administration,Recruitment","English,Bemba",Intermediate,7,HR Officer,Employed,Full-time,Copperbelt,11000,16000,3 weeks,"Recruitment,Employee Relations,Payroll","Communication,Confidentiality,Problem-solving","[{""title"":""HR Officer""","company:""Mopani Copper Mines""","location:""Kitwe""","start_date:""2012-09""","end_date:""Present""","description:""Manage HR operations""","achievements:[""Improved recruitment process""",Enhanced employee relations]},"{""title"":""HR Assistant""","company:""Various Companies""","location:""Copperbelt""","start_date:""2008-04""","end_date:""2012-08""","description:""Supported HR activities""","achievements:[""Improved record keeping""",Enhanced HR processes]}],"[{""name"":""HR System Implementation""","description:""Human resources digitization""","technologies:""HR Software","Record Management""","duration:""6 months""}]","[{""name"":""Benson Biemba""","relationship:""HR Manager""","phone:""+260966345695""","email:""benson.biemba@mcm.co.zm""}]",7,
182,Benson Mshanga,261000000000.0,benson.mshanga@email.com,Male,08/11/1986,Zambian,Mongu,Western,Certificate,Mongu Technical School,2004,Welding,"Welding Certification,Fabrication","English,Lozi",Basic,13,Welder,Employed,Full-time,Western,9500,13500,1 month,"Welding,Fabrication,Metal Work","Technical Skills,Precision,Safety Focus","[{""title"":""Welder""","company:""Western Province Administration""","location:""Mongu""","start_date:""2010-07""","end_date:""Present""","description:""Perform welding and fabrication""","achievements:[""Improved welding quality""",Enhanced safety compliance]},"{""title"":""Apprentice Welder""","company:""Various Companies""","location:""Western Province""","start_date:""2004-02""","end_date:""2010-06""","description:""Learned welding techniques""","achievements:[""Mastered multiple processes""",Improved fabrication skills]}],"[{""name"":""Structural Fabrication""","description:""Construction and repair work""","technologies:""Welding Equipment","Blueprint Reading""","duration:""7 months""}]","[{""name"":""Theresa Mizinga""","relationship:""Workshop Supervisor""","phone:""+260977456806""","email:""theresa.mizinga@gov.zm""}]",7,
183,Theresa Machayi,261000000000.0,theresa.machayi@email.com,Female,19/07/1993,Zambian,Solwezi,North-Western,Diploma,Solwezi Business College,2010,Office Administration,"Secretarial,Computer Skills","English,Kaonde",Intermediate,5,Secretary,Employed,Full-time,North-Western,6500,9500,2 weeks,"Office Support,Filing,Communication","Organization,Communication,Teamwork","[{""title"":""Secretary""","company:""First Quantum Minerals""","location:""Solwezi""","start_date:""2013-08""","end_date:""Present""","description:""Provide secretarial support""","achievements:[""Improved office organization""",Enhanced document management]},"{""title"":""Office Assistant""","company:""Various Companies""","location:""North-Western""","start_date:""2010-04""","end_date:""2013-07""","description:""Supported office operations""","achievements:[""Improved computer skills""",Enhanced customer service]}],"[{""name"":""Office System Implementation""","description:""Administrative process improvement""","technologies:""Office Software","Filing Systems""","duration:""4 months""}]","[{""name"":""Clement Sianga""","relationship:""Office Manager""","phone:""+260955567928""","email:""clement.sianga@fqml.co.zm""}]",6,
184,Clement Simataa,261000000000.0,clement.simataa@email.com,Male,02/02/1989,Zambian,Kabwe,Central,Bachelor's,University of Zambia,2010,Education,"Teaching License,Curriculum","English,Bemba",Fluent,7,Education Officer,Employed,Full-time,Central,12000,17000,1 month,"Curriculum Development,Teacher Training,Assessment","Leadership,Communication,Strategic Planning","[{""title"":""Education Officer""","company:""Ministry of Education""","location:""Kabwe""","start_date:""2014-09""","end_date:""Present""","description:""Coordinate education programs""","achievements:[""Improved education quality""",Enhanced teacher development]},"{""title"":""Senior Teacher""","company:""Kabwe Secondary School""","location:""Kabwe""","start_date:""2010-08""","end_date:""2014-08""","description:""Taught and mentored students""","achievements:[""Improved student performance""",Developed innovative teaching methods]}],"[{""name"":""Education Quality Improvement""","description:""Teaching and learning enhancement""","technologies:""Curriculum Development","Training""","duration:""9 months""}]","[{""name"":""Mable Sibanda""","relationship:""District Education Officer""","phone:""+260966678929""","email:""mable.sibanda@gov.zm""}]",8,
185,Mable Simumba,261000000000.0,mable.simumba@email.com,Female,23/12/1992,Zambian,Livingstone,Southern,Diploma,Livingstone Tourism College,2010,Hospitality,"Hotel Operations,Customer Service","English,Tonga",Intermediate,5,Hotel Supervisor,Employed,Full-time,Southern,7500,10500,2 weeks,"Guest Services,Team Management,Operations","Leadership,Customer Service,Problem-solving","[{""title"":""Hotel Supervisor""","company:""Avani Victoria Falls""","location:""Livingstone""","start_date:""2013-10""","end_date:""Present""","description:""Supervise hotel operations""","achievements:[""Improved guest satisfaction""",Enhanced team performance]},"{""title"":""Hotel Staff""","company:""Various Hotels""","location:""Livingstone""","start_date:""2010-04""","end_date:""2013-09""","description:""Worked in hospitality""","achievements:[""Improved service skills""",Enhanced operational knowledge]}],"[{""name"":""Service Quality Improvement""","description:""Hospitality standards enhancement""","technologies:""Hotel Software","Service Training""","duration:""Ongoing""}]","[{""name"":""Samuel Habeenzu""","relationship:""Hotel Manager""","phone:""+260977789035""","email:""samuel.habeenzu@avanihotels.com""}]",6,
